Company,Item,Category,Calories,"Calories from
Fat",Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g),"Weight Watchers
Pnts"
McDonald’s,Coca-Cola Classic (Large),Drink,310,0,0,0,0,0,20,86,0,86,0,396
Burger King,16 fl oz,Drink,220,0,0,0,0,0,55,61,0,61,0,281
Wendy’s,"Barq’s Root Beer, Small",Drink,220,,0,0,0,0,90,61,0,61,0,281
KFC,Lipton Brisk Sweet Iced Tea (20 fl oz),Drink,130,,0,0,0,0,80,36,0,36,0,166
McDonald’s,Coca-Cola Classic (Medium),Drink,210,0,0,0,0,0,15,58,0,58,0,268
Burger King,16 fl oz,Drink,210,0,0,0,0,0,50,58,0,58,0,268
Wendy’s,"Fanta Orange, Small",Drink,210,,0,0,0,0,55,59,0,58,0,268
KFC,Pepsi (20 fl oz),Drink,250,,0,0,0,0,55,69,0,69,0,319
Burger King,38 fl oz,Drink,530,0,0,0,0,0,135,148,0,146,0,676
Burger King,20 fl oz,Drink,280,0,0,0,0,0,70,78,0,77,0,357
KFC,Pepsi (16 fl oz),Drink,200,,0,0,0,0,45,55,0,55,0,255
KFC,Lipton Brisk Lemon Tea (12 fl oz),Drink,80,,0,0,0,0,40,22,0,22,0,102
KFC,Miranda Strawberry (12 fl oz),Drink,160,,0,0,0,0,70,44,0,44,0,204
KFC,Mountain Dew (12 fl oz),Drink,160,,0,0,0,0,50,44,0,44,0,204
KFC,Mug Root Beer (16 fl oz),Drink,190,,0,0,0,0,60,52,0,52,0,242
KFC,Mist Twst (12 fl oz),Drink,150,,0,0,0,0,35,41,0,41,0,191
KFC,Pepsi (12 fl oz),Drink,150,,0,0,0,0,30,41,0,41,0,191
KFC,Manzanita Sol (20 fl oz),Drink,260,,0,0,0,0,55,71,0,71,0,331
Burger King,16 fl oz,Drink,220,0,0,0,0,0,75,62,0,60,0,280
Wendy’s,"Coca-Cola, Large",Drink,400,,0,0,0,0,90,109,0,109,0,509
Wendy’s,"Barq’s Root Beer, Medium",Drink,360,,0,0,0,0,150,98,0,98,0,458
KFC,Mug Root Beer (30 fl oz),Drink,360,,0,0,0,0,110,98,0,98,0,458
Wendy’s,"Coca-Cola, Medium",Drink,320,,0,0,0,0,70,87,0,87,0,407
KFC,Manzanita Sol (16 fl oz),Drink,210,,0,0,0,0,45,57,0,57,0,267
Burger King,20 fl oz,Drink,280,0,0,0,0,0,70,76,0,76,0,356
KFC,Classic Lemonade (20 fl oz),Drink,140,,0,0,0,0,130,39,0,38,0,178
KFC,Dr Pepper (12 fl oz),Drink,140,,0,0,0,0,45,39,0,38,0,178
Wendy’s,"Barq’s Root Beer, Large",Drink,450,,0,0,0,0,180,122,0,122,0,572
KFC,Pepsi (30 fl oz),Drink,380,,0,0,0,0,80,104,0,103,0,483
Wendy’s,"Sprite, Medium",Drink,310,,0,0,0,0,140,84,0,84,0,394
Burger King,16 fl oz,Drink,240,0,0,0,0,0,100,65,0,65,0,305
KFC,Mug Root Beer (20 fl oz),Drink,240,,0,0,0,0,75,65,0,65,0,305
Burger King,29 fl oz,Drink,410,0,0,0,0,0,105,113,0,111,0,521
Burger King,38 fl oz,Drink,510,0,0,0,0,0,115,138,0,138,0,648
Wendy’s,"Fanta Orange, Medium",Drink,340,,0,0,0,0,85,94,0,92,0,432
KFC,Code Red Mountain Dew (12 fl oz),Drink,170,,0,0,0,0,50,46,0,46,0,216
KFC,Tropicana Twister Orange (12 fl oz),Drink,170,,0,0,0,0,35,46,0,46,0,216
Burger King,20 fl oz,Drink,270,0,0,0,0,0,60,73,0,73,0,343
KFC,Miranda Strawberry (20 fl oz),Drink,270,,0,0,0,0,120,73,0,73,0,343
KFC,Mountain Dew (20 fl oz),Drink,270,,0,0,0,0,85,73,0,73,0,343
Burger King,20 fl oz,Drink,300,0,0,0,0,0,120,81,0,81,0,381
Wendy’s,"Coca-Cola, Small",Drink,200,,0,0,0,0,45,54,0,54,0,254
KFC,Lipton Brisk Sweet Iced Tea (30 fl oz),Drink,200,,0,0,0,0,120,54,0,54,0,254
KFC,Mist Twst (16 fl oz),Drink,200,,0,0,0,0,45,54,0,54,0,254
KFC,Code Red Mountain Dew (16 fl oz),Drink,230,,0,0,0,0,65,62,0,62,0,292
Burger King,20 fl oz,Drink,260,0,0,0,0,0,120,70,0,70,0,330
Burger King,Frozen Coke – 16 oz,Drink,130,0,0,0,0,0,50,35,0,35,0,165
KFC,Wild Cherry Pepsi (20 fl oz),Drink,260,,0,0,0,0,50,70,0,70,0,330
Wendy’s,"Sprite, Large",Drink,390,,0,0,0,0,180,105,0,105,0,495
KFC,Wild Cherry Pepsi (30 fl oz),Drink,390,,0,0,0,0,80,105,0,105,0,495
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",Drink,420,,0,0,0,0,140,115,0,113,0,533
Burger King,38 fl oz,Drink,450,0,0,0,0,0,140,124,0,121,0,571
Burger King,29 fl oz,Drink,380,0,0,0,0,0,170,102,0,102,0,482
Burger King,16 fl oz,Drink,190,0,0,0,0,0,60,52,0,51,0,241
Wendy’s,"Dr Pepper, Medium",Drink,190,,0,0,0,0,55,53,0,51,0,241
KFC,Dr Pepper (16 fl oz),Drink,190,,0,0,0,0,60,52,0,51,0,241
Burger King,29 fl oz,Drink,410,0,0,0,0,0,100,110,0,110,0,520
Burger King,20 fl oz,Drink,280,0,0,0,0,0,95,77,0,75,0,355
KFC,Tropicana Fruit Punch (20 fl oz),Drink,280,,0,0,0,0,60,75,0,75,0,355
Wendy’s,"Fanta Orange, Large",Drink,430,,0,0,0,0,110,117,0,115,0,545
KFC,Code Red Mountain Dew (30 fl oz),Drink,430,,0,0,0,0,125,116,0,115,0,545
McDonald’s,Coca-Cola Classic (Small),Drink,150,0,0,0,0,0,10,40,0,40,0,190
McDonald’s,Sugar Packet,Drink,15,0,0,0,0,0,0,4,0,4,0,19
Burger King,20 fl oz,Drink,240,0,0,0,0,0,75,65,0,64,0,304
Wendy’s,"Dr Pepper, Large",Drink,240,,0,0,0,0,70,66,0,64,0,304
Wendy’s,"Dr Pepper, Small",Drink,120,,0,0,0,0,35,33,0,32,0,152
KFC,Dr Pepper (20 fl oz),Drink,240,,0,0,0,0,75,65,0,64,0,304
KFC,Dr Pepper (30 fl oz),Drink,360,,0,0,0,0,110,98,0,96,0,456
KFC,Tropicana Pink Lemonade (12 fl oz),Drink,150,,0,0,0,0,160,40,0,40,0,190
Burger King,16 fl oz,Drink,210,0,0,0,0,0,95,56,0,56,0,266
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",Drink,210,,0,0,0,0,70,58,0,56,0,266
KFC,Tropicana Fruit Punch (30 fl oz),Drink,420,,0,0,0,0,90,113,0,112,0,532
KFC,Wild Cherry Pepsi (16 fl oz),Drink,210,,0,0,0,0,40,56,0,56,0,266
Burger King,38 fl oz,Drink,500,0,0,0,0,0,230,133,0,133,0,633
Burger King,29 fl oz,Drink,410,0,0,0,0,0,135,111,0,109,0,519
KFC,Miranda Strawberry (30 fl oz),Drink,410,,0,0,0,0,180,109,0,109,0,519
KFC,Mountain Dew (30 fl oz),Drink,410,,0,0,0,0,125,110,0,109,0,519
KFC,Mist Twst (30 fl oz),Drink,380,,0,0,0,0,80,101,0,101,0,481
Burger King,29 fl oz,Drink,350,0,0,0,0,0,105,94,0,93,0,443
KFC,Code Red Mountain Dew (20 fl oz),Drink,290,,0,0,0,0,85,77,0,77,0,367
Burger King,16 fl oz,Drink,230,0,0,0,0,0,60,62,0,61,0,291
KFC,Tropicana Twister Orange (16 fl oz),Drink,230,,0,0,0,0,50,61,0,61,0,291
KFC,Tropicana Twister Orange (30 fl oz),Drink,430,,0,0,0,0,90,115,0,114,0,544
Wendy’s,"Small Sprite, Small",Drink,200,,0,0,0,0,90,53,0,53,0,253
KFC,Manzanita Sol (30 fl oz),Drink,400,,0,0,0,0,80,106,0,106,0,506
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",Drink,340,,0,0,0,0,115,92,0,90,0,430
KFC,Tropicana Fruit Punch (12 fl oz),Drink,170,,0,0,0,0,35,45,0,45,0,215
McDonald’s,Coca-Cola Classic (Child),Drink,110,0,0,0,0,0,5,29,0,29,0,139
Wendy’s,"Honest Tropical Green Tea, Large",Drink,110,,0,0,0,0,55,29,0,29,0,139
KFC,Lipton Brisk Lemon Tea (16 fl oz),Drink,110,,0,0,0,0,55,29,0,29,0,139
KFC,Lipton Brisk Sweet Iced Tea (16 fl oz),Drink,110,,0,0,0,0,65,29,0,29,0,139
KFC,Miranda Strawberry (16 fl oz),Drink,220,,0,0,0,0,95,58,0,58,0,278
KFC,Mountain Dew (16 fl oz),Drink,220,,0,0,0,0,70,59,0,58,0,278
KFC,Lipton Brisk Sweet Iced Tea (12 fl oz),Drink,80,,0,0,0,0,45,22,0,21,0,101
KFC,Manzanita Sol (12 fl oz),Drink,160,,0,0,0,0,35,42,0,42,0,202
KFC,Wild Cherry Pepsi (12 fl oz),Drink,160,,0,0,0,0,30,42,0,42,0,202
KFC,Tropicana Twister Orange (20 fl oz),Drink,290,,0,0,0,0,60,76,0,76,0,366
KFC,Mist Twst (20 fl oz),Drink,260,,0,0,0,0,55,68,0,68,0,328
KFC,Tropicana Fruit Punch (16 fl oz),Drink,230,,0,0,0,0,45,60,0,60,0,290
KFC,Lipton Brisk Raspberry Tea (16 fl oz),Drink,100,,0,0,0,0,55,26,0,26,0,126
KFC,Classic Lemonade (1/2 Gallon),Drink,880,,0,0,0,0,780,234,0,228,0,1108
KFC,Strawberry Lemonade (20 fl oz),Drink,170,,0,0,0,0,130,45,0,44,0,214
KFC,Lipton Brisk Raspberry Tea (30 fl oz),Drink,190,,0,0,0,0,110,49,0,49,0,239
KFC,Tropicana Pink Lemonade (20 fl oz),Drink,260,,0,0,0,0,260,67,0,67,0,327
McDonald’s,Grape Jam,Dessert ,35,0,0,0,0,0,0,9,0,9,0,44
McDonald’s,Strawberry Preserves,Dessert ,35,0,0,0,0,0,0,9,0,9,0,44
KFC,Lipton Brisk Lemon Tea (20 fl oz),Drink,140,,0,0,0,0,70,36,0,36,0,176
KFC,Lipton Brisk Lemon Tea (30 fl oz),Drink,210,,0,0,0,0,105,55,0,54,0,264
KFC,Tropicana Pink Lemonade (30 fl oz),Drink,390,,0,0,0,0,390,100,0,100,0,490
Wendy’s,"Sweetened Iced Tea, Medium",Drink,220,,0,0,0,0,20,58,0,56,0,276
KFC,Lipton Brisk Raspberry Tea (20 fl oz),Drink,130,,0,0,0,0,70,33,0,33,0,163
KFC,Tropicana Pink Lemonade (16 fl oz),Drink,210,,0,0,0,0,210,53,0,53,0,263
McDonald’s,Sweet Tea (Medium),Drink,180,0,0,0,0,0,10,45,0,45,1,224
Burger King,Capri Sun 100% Apple Juice (6 fl oz),Drink,80,0,0,0,0,0,25,20,0,20,0,100
Burger King,Barbecue Dipping Sauce (1 oz),Drink,40,0,0,0,0,0,310,11,0,10,0,50
Burger King,Capri Sun 100% Apple Juice,Drink,80,0,0,0,0,0,25,20,0,20,0,100
Wendy’s,"Strawberry Sweet Tea, Small",Drink,140,,0,0,0,0,10,36,0,35,0,175
Wendy’s,"Sweetened Iced Tea, Large",Drink,300,,0,0,0,0,25,77,0,75,0,375
Wendy’s,"Sweetened Iced Tea, Small",Drink,160,,0,0,0,0,10,41,0,40,0,200
KFC,Capri Sun 100% Juice Fruit Punch,Drink,80,,0,0,0,0,25,21,0,20,0,100
KFC,7UP (12 fl oz),Drink,140,,0,0,0,0,50,35,0,35,0,175
KFC,Lipton Brisk Raspberry Tea (12 fl oz),Drink,80,,0,0,0,0,45,20,0,20,0,100
KFC,7UP (30 fl oz),Drink,350,,0,0,0,0,125,87,0,87,0,437
Wendy’s,"Strawberry Sweet Tea, Large",Drink,270,,0,0,0,0,15,69,0,67,0,337
Wendy’s,"All-Natural Lemonade, Small",Drink,190,,0,0,0,0,0,50,0,47,0,237
McDonald’s,Sweet Tea (Large),Drink,280,0,0,0,0,0,15,69,0,69,1,348
Wendy’s,"Apple Kiwi Fruit Tea, Small",Drink,170,,0,0,0,0,30,44,0,42,0,212
Wendy’s,"Strawberry Sweet Tea, Medium",Drink,240,,0,0,0,0,15,60,0,59,0,299
McDonald’s,Sweet Tea (Child),Drink,110,0,0,0,0,0,5,27,0,27,0,137
Wendy’s,"All-Natural Lemonade, Medium",Drink,330,,0,0,0,0,0,86,0,81,0,411
Wendy’s,"All-Natural Lemonade, Large",Drink,380,,0,0,0,0,0,100,0,93,0,473
Wendy’s,"Limeade, Medium",Drink,380,,0,0,0,0,45,98,0,93,0,473
Wendy’s,"Honest Tropical Green Tea, Medium",Drink,90,,0,0,0,0,40,22,0,22,0,112
KFC,BBQ – Dipping Sauce Cup,Drink,45,,0,0,0,0,150,11,0,11,0,56
Wendy’s,"Limeade, Small",Drink,230,,0,0,0,0,30,59,0,56,0,286
Wendy’s,"Apple Kiwi Fruit Tea, Medium",Drink,300,,0,0,0,0,50,76,0,73,0,373
Wendy’s,"Apple Kiwi Fruit Tea, Large",Drink,330,,0,0,0,0,60,83,0,80,0,410
Wendy’s,"Strawberry Lemonade, Medium",Drink,380,,0,0,0,0,45,98,0,92,0,472
KFC,7UP (16 fl oz),Drink,190,,0,0,0,0,70,46,0,46,0,236
KFC,7UP (20 fl oz),Drink,240,,0,0,0,0,85,58,0,58,0,298
McDonald’s,Sweet Tea (Small),Drink,150,0,0,0,0,0,10,36,0,36,1,185
Wendy’s,"Limeade, Large",Drink,460,,0,0,0,0,55,117,0,111,0,571
Wendy’s,"Pear Berry Fruit Tea, Large",Drink,320,,0,0,0,0,60,82,0,76,0,396
Wendy’s,"Strawberry Lemonade, Large",Drink,480,,0,0,0,0,55,121,0,114,0,594
Wendy’s,"Pear Berry Fruit Tea, Small",Drink,170,,0,0,0,0,30,44,0,40,0,210
Wendy’s,"Strawberry Lemonade, Small",Drink,230,,0,0,0,0,30,58,0,54,0,284
McDonald’s,Nonfat Hazelnut Cappuccino (Small),Drink,150,0,0,0,0,5,70,34,0,34,5,179
McDonald’s,Nonfat Vanilla Cappuccino (Small),Drink,150,0,0,0,0,5,70,34,0,34,5,179
McDonald’s,Nonfat Hazelnut Cappuccino (Medium),Drink,190,0,0,0,0,5,90,43,0,43,6,227
McDonald’s,Iced Nonfat Hazelnut Latte (Small),Drink,140,0,0,0,0,0,50,32,0,32,3,169
Wendy’s,"Honest Tropical Green Tea, Small",Drink,60,,0,0,0,0,25,14,0,14,0,74
Wendy’s,"Pear Berry Fruit Tea, Medium",Drink,300,,0,0,0,0,50,76,0,70,0,370
Wendy’s,"Strawberry Tea, Medium",Drink,60,,0,0,0,0,15,16,0,14,0,74
McDonald’s,Nonfat Hazelnut Cappuccino (Large),Drink,230,0,0,0,0,5,100,51,0,51,7,274
McDonald’s,Nonfat Vanilla Cappuccino (Large),Drink,230,0,0,0,0,5,100,51,0,51,7,274
McDonald’s,Nonfat Vanilla Cappuccino (Medium),Drink,190,0,0,0,0,5,90,42,0,42,6,226
McDonald’s,Iced Nonfat Hazelnut Latte (Large),Drink,190,0,0,0,0,5,80,42,0,42,6,226
McDonald’s,Iced Nonfat Hazelnut Latte (Medium),Drink,150,0,0,0,0,5,70,33,0,33,5,178
McDonald’s,Iced Nonfat Vanilla Latte (Medium),Drink,150,0,0,0,0,5,70,33,0,33,5,178
McDonald’s,Iced Nonfat Vanilla Latte (Small),Drink,140,0,0,0,0,0,50,31,0,31,3,168
McDonald’s,Nonfat Caramel Cappuccino (Medium),Drink,190,0,0,0,0,5,150,41,0,41,6,225
McDonald’s,Iced Nonfat Vanilla Latte (Large),Drink,190,0,0,0,0,5,85,41,0,41,6,225
Wendy’s,"Strawberry Tea, Large",Drink,90,,0,0,0,0,20,22,0,20,0,110
Wendy’s,"Strawberry Tea, Small",Drink,45,,0,0,0,0,10,11,0,10,0,55
McDonald’s,Nonfat Caramel Latte (Small),Drink,170,0,0,0,0,5,150,36,0,36,7,199
McDonald’s,Nonfat Caramel Cappuccino (Small),Drink,150,0,0,0,0,5,120,33,0,32,5,177
McDonald’s,Iced Nonfat Caramel Latte (Medium),Drink,150,0,0,0,0,5,120,32,0,32,5,177
McDonald’s,Honey,Drink,50,0,0,0,0,0,0,12,0,11,0,61
McDonald’s,Minute Maid 100% Apple Juice Box,Drink,100,0,0,0,0,0,15,23,0,22,0,122
McDonald’s,Nonfat Hazelnut Latte (Large),Drink,260,0,0,0,0,5,135,55,0,55,10,305
McDonald’s,Nonfat Vanilla Latte (Large),Drink,260,0,0,0,0,5,135,55,0,55,10,305
Burger King,Mott’s Natural Applesauce,Drink,50,0,0,0,0,0,0,13,1,11,0,61
McDonald’s,Nonfat Caramel Cappuccino (Large),Drink,230,0,0,0,0,5,180,49,0,49,7,272
McDonald’s,Iced Nonfat Caramel Latte (Small),Drink,140,0,0,0,0,0,105,30,0,30,3,167
McDonald’s,Nonfat Hazelnut Latte (Medium),Drink,220,0,0,0,0,5,115,46,0,46,9,257
McDonald’s,Nonfat Vanilla Latte (Medium),Drink,220,0,0,0,0,5,115,46,0,46,9,257
Burger King,Minute Maid Orange Juice,Drink,140,0,0,0,0,0,20,33,0,30,2,168
McDonald’s,Iced Nonfat Caramel Latte (Large),Drink,190,0,0,0,0,5,150,40,0,40,6,224
McDonald’s,Wild Berry Smoothie (Large),Drink,320,10,1,0.5,0,5,45,75,4,69,3,386.5
McDonald’s,Wild Berry Smoothie (Medium),Drink,260,5,1,0,0,5,35,60,4,55,3,312
McDonald’s,Nonfat Hazelnut Latte (Small),Drink,180,0,0,0,0,5,95,37,0,37,7,210
McDonald’s,Nonfat Vanilla Latte (Small),Drink,180,0,0,0,0,5,95,37,0,37,7,210
McDonald’s,Strawberry Banana Smoothie (Large),Drink,330,10,1,0.5,0,5,55,77,4,70,3,397.5
McDonald’s,Nonfat Caramel Latte (Medium),Drink,220,0,0,0,0,5,180,45,0,45,9,256
McDonald’s,Nonfat Caramel Latte (Large),Drink,260,0,0,0,0,5,220,53,0,53,10,303
McDonald’s,Strawberry Banana Smoothie (Small),Drink,210,5,0.5,0,0,5,35,49,2,44,2,252
McDonald’s,Wild Berry Smoothie (Small),Drink,210,5,0.5,0,0,5,30,48,3,44,2,252
McDonald’s,Minute Maid Orange Juice (Large),Drink,280,0,0,0,0,0,5,58,0,58,4,334
McDonald’s,Strawberry Banana Smoothie (Medium),Drink,260,5,1,0,0,5,40,60,3,54,2,312
McDonald’s,Minute Maid Orange Juice (Medium),Drink,190,0,0,0,0,0,0,39,0,39,3,226
KFC,MNT DEW Sweet Lightning (20 fl oz),Drink,120,,0,0,0,0,190,32,0,25,0,145
McDonald’s,Minute Maid Orange Juice (Small),Drink,150,0,0,0,0,0,0,30,0,30,2,178
McDonald’s,Barbeque Sauce,Sauce,50,0,0,0,0,0,260,12,0,10,0,60
McDonald’s,Sweet ‘N Sour Sauce,Sauce,50,0,0,0,0,0,150,12,0,10,0,60
Burger King,Ketchup (Packet),Sauce,10,0,0,0,0,0,125,3,0,2,0,12
Burger King,Strawberry or Grape Jam (packet),Sauce,30,0,0,0,0,0,0,7,0,6,0,36
Wendy’s,Apple Bites,Food,35,,0,0,0,0,0,9,2,7,0,42
KFC,Grape Jelly Packet,Sauce,35,,0,0,0,0,10,9,0,7,0,42
KFC,Ketchup,Sauce,30,,0,0,0,0,250,8,0,6,0,36
McDonald’s,Iced Hazelnut Latte (Small),Drink,160,25,3,1.5,0,10,45,31,0,31,3,189.5
McDonald’s,Iced Vanilla Latte (Small),Drink,160,25,3,1.5,0,10,45,31,0,31,3,189.5
McDonald’s,Iced Hazelnut Latte (Medium),Drink,180,40,4.5,2.5,0,15,65,33,0,33,4,211.5
McDonald’s,Southwestern Chipotle Barbeque Sauce,Sauce,60,0,0,0,0,0,210,15,1,11,0,71
McDonald’s,Iced Caramel Latte (Small),Drink,160,25,3,1.5,0,10,100,29,0,29,3,187.5
McDonald’s,Iced Hazelnut Latte (Large),Drink,230,50,6,3.5,0,15,85,41,0,41,6,268.5
McDonald’s,Iced Vanilla Latte (Large),Drink,230,50,6,3.5,0,15,85,41,0,41,6,268.5
McDonald’s,Hotcake Syrup,Sauce,180,0,0,0,0,0,20,45,0,32,0,212
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),Drink,50,0,0,0,0,5,100,15,0,8,5,53
KFC,Musselman’s™ Applesauce,Dessert ,45,,0,0,0,0,0,12,1,8,0,53
McDonald’s,Hazelnut Cappuccino (Large),Drink,290,70,8,4.5,0,25,105,51,0,51,7,338.5
McDonald’s,Vanilla Cappuccino (Large),Drink,290,70,8,4.5,0,25,105,51,0,51,7,338.5
McDonald’s,Hazelnut Cappuccino (Medium),Drink,240,50,6,3.5,0,20,85,42,0,42,6,279.5
McDonald’s,Vanilla Cappuccino (Medium),Drink,240,50,6,3.5,0,20,85,42,0,42,6,279.5
McDonald’s,Iced Vanilla Latte (Medium),Drink,190,40,4.5,2.5,0,15,70,33,0,33,5,220.5
McDonald’s,Iced Caramel Latte (Large),Drink,230,50,6,3.5,0,15,150,40,0,40,6,267.5
McDonald’s,Iced Nonfat Latte (Large),Drink,70,0,0,0,0,5,105,11,0,11,7,74
McDonald’s,Iced Caramel Latte (Medium),Drink,180,40,4.5,2.5,0,15,120,31,0,31,4,209.5
McDonald’s,Hazelnut Cappuccino (Small),Drink,200,45,5,3,0,15,70,34,0,34,5,232
McDonald’s,Vanilla Cappuccino (Small),Drink,200,45,5,3,0,15,70,34,0,34,5,232
KFC,Strawberry Jam Packet,Sauce,35,,0,0,0,0,0,9,0,6,0,41
McDonald’s,Caramel Cappuccino (Large),Drink,290,70,8,4.5,0,25,190,49,0,49,8,335.5
McDonald’s,Nonfat Caramel Mocha (Large),Drink,280,35,4,2.5,0,10,260,49,0,46,12,316.5
McDonald’s,Caramel Cappuccino (Medium),Drink,240,50,6,3.5,0,20,150,41,0,40,6,277.5
McDonald’s,Nonfat Cappuccino (Small),Drink,60,0,0,0,0,5,85,9,0,9,6,63
McDonald’s,Nonfat Cappuccino (Medium),Drink,80,0,0,0,0,5,110,12,0,12,8,84
McDonald’s,Nonfat Latte (Large),Drink,120,0,0,0,0,5,160,18,0,18,12,126
McDonald’s,Iced Nonfat Latte (Medium),Drink,60,0,0,0,0,5,90,9,0,9,6,63
Burger King,HERSHEY’s Chocolate Sundae,Dessert ,260,45,5,3,0,20,160,49,1,43,5,301
KFC,Honey Sauce Packet,Sauce,30,,0,0,0,0,0,8,0,5,0,35
Burger King,Smoothie: Strawberry Banana 16 fl oz,Drink,310,10,1,0,0,0,55,71,3,50,4,356
McDonald’s,Hazelnut Latte (Medium),Drink,280,70,8,4.5,0,25,110,45,0,45,8,321.5
McDonald’s,Nonfat Caramel Mocha (Medium),Drink,240,35,4,2.5,0,5,200,41,0,38,9,271.5
McDonald’s,Hazelnut Latte (Large),Drink,330,80,9,5,0,30,130,53,0,53,9,379
McDonald’s,Vanilla Latte (Large),Drink,330,80,9,5,0,30,130,53,0,53,9,379
Burger King,1% Low Fat Chocolate Milk (8 fl oz),Drink,160,25,2.5,1.5,0,15,150,26,0,25,8,179
Burger King,1% Low Fat Chocolate Milk (8 fl oz),Drink,160,25,2.5,1.5,0,15,150,26,0,25,8,179
McDonald’s,Strawberry Sundae,Dessert ,280,60,6,4,0,25,95,49,1,45,6,323
McDonald’s,Caramel Cappuccino (Small),Drink,200,45,5,3,0,15,125,32,0,32,5,230
McDonald’s,Nonfat Cappuccino (Large),Drink,90,0,0,0,0,5,130,13,0,13,9,94
McDonald’s,Nonfat Latte (Small),Drink,90,0,0,0,0,5,115,13,0,13,9,94
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),Drink,90,0,0,0,0,5,160,22,0,13,9,94
McDonald’s,Nonfat Caramel Mocha (Small),Drink,200,35,4,2.5,0,5,170,34,0,31,8,225.5
KFC,Chocolate Milk 1%,Drink,150,,2.5,1.5,0,10,170,26,0,23,7,167.5
McDonald’s,Vanilla Latte (Medium),Drink,280,70,8,4.5,0,25,110,44,0,44,8,320.5
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),Drink,70,0,0,0,0,5,130,19,0,10,7,73
Wendy’s,1% Chocolate Milk,Drink,150,,2.5,1.5,0,10,170,26,0,23,7,168
McDonald’s,Hazelnut Latte (Small),Drink,230,60,7,4,0,20,90,36,0,36,7,263
McDonald’s,Vanilla Latte (Small),Drink,230,60,7,4,0,20,90,36,0,36,7,263
McDonald’s,Iced Coffee– Hazelnut (Small),Drink,130,50,5,3.5,0,20,40,21,0,21,1,153.5
McDonald’s,Iced Coffee– Vanilla (Small),Drink,130,50,5,3.5,0,20,40,21,0,21,1,153.5
McDonald’s,Iced Coffee– Regular (Large),Drink,280,100,11,7,0,40,85,45,0,45,2,330
McDonald’s,Caramel Latte (Large),Drink,330,80,9,5,0,30,210,52,0,51,9,377
McDonald’s,Iced Coffee– Hazelnut (Large),Drink,270,100,11,7,0,40,85,43,0,43,2,318
McDonald’s,Iced Coffee– Vanilla (Large),Drink,270,100,11,7,0,40,80,43,0,43,2,318
McDonald’s,Hot Chocolate with Nonfat Milk (Large),Drink,390,50,6,3.5,0,10,250,68,0,59,16,436.5
Burger King,Strawberry Milk Shake,Drink,640,140,15,10,0,60,440,113,0,99,14,735
McDonald’s,Iced Nonfat Latte (Small),Drink,50,0,0,0,0,5,70,7,0,7,5,52
McDonald’s,Caramel Latte (Medium),Drink,280,70,8,4.5,0,25,170,43,0,43,8,319.5
McDonald’s,Hot Chocolate with Nonfat Milk (Medium),Drink,310,50,6,3.5,0,10,190,55,0,47,11,349.5
Wendy’s,"Vanilla Iced Coffee, Medium",Drink,250,,8,5,0,25,40,42,0,39,3,291
McDonald’s,Mocha with Nonfat Milk (Large),Drink,330,50,6,3.5,0,10,190,58,0,50,10,373.5
McDonald’s,Iced Coffee– Regular (Small),Drink,140,50,5,3.5,0,20,40,22,0,22,1,164.5
McDonald’s,Caramel Latte (Small),Drink,230,60,7,4,0,20,140,35,0,35,7,262
McDonald’s,1% Low Fat Chocolate Milk Jug,Drink,170,25,3,1.5,0,5,150,26,1,25,9,187.5
McDonald’s,Iced Nonfat Caramel Mocha (Large),Drink,300,60,6,4,0,10,230,49,0,45,11,338
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),Drink,80,0,0,0,0,5,150,22,0,11,8,83
McDonald’s,Strawberry Triple Thick Shake (32 fl oz cup),Drink,1110,240,26,16,2,100,350,194,0,168,25,1269
McDonald’s,Mocha with Nonfat Milk (Medium),Drink,280,50,6,3.5,0,10,160,50,0,42,8,317.5
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Large),Drink,110,0,0,0,0,5,190,27,0,15,11,114
McDonald’s,Strawberry Triple Thick Shake (12 fl oz cup),Drink,420,90,10,6,0.5,40,130,73,0,63,10,479
McDonald’s,Strawberry Triple Thick Shake (16 fl oz cup),Drink,560,120,13,8,1,50,170,97,0,84,13,639
McDonald’s,Strawberry Triple Thick Shake (21 fl oz cup),Drink,740,160,18,11,1,70,230,128,0,111,17,845
Wendy’s,"Vanilla Iced Coffee, Small",Drink,170,,6,3.5,0,20,30,28,0,26,2,198
McDonald’s,Hot Chocolate with Nonfat Milk (Small),Drink,250,45,5,3,0,10,140,43,0,37,8,282
McDonald’s,Iced Coffee– Caramel (Small),Drink,130,50,5,3.5,0,20,80,21,0,20,1,152.5
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Small),Drink,80,0,0,0,0,5,130,18,0,11,7,84
McDonald’s,Iced Coffee– Hazelnut (Medium),Drink,190,70,8,5,0,30,60,29,0,29,2,222
